Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
29612505,01/01/2015 01:06:19 AM,01/01/2015 04:46:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,20-44 20 STREET,20 STREET,20 AVENUE,21 AVENUE,,,ADDRESS,Astoria,,Precinct,Closed,01/01/2015 09:06:19 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 04:46:51 AM,01 QUEENS,QUEENS,"1,008,021","224,828",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7837451649335,-73.91416319033341,"(40.7837451649335, -73.91416319033341)"
29610055,01/01/2015 01:07:00 AM,01/01/2015 01:25:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10075,,,,,EAST END AVENUE,EAST   80 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,01/01/2015 09:07:00 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:25:18 AM,08 MANHATTAN,MANHATTAN,"998,769","220,206",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77107903617003,-73.94758203345549,"(40.77107903617003, -73.94758203345549)"
29610797,01/01/2015 01:07:21 AM,01/01/2015 02:19:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,162 IRVING AVENUE,IRVING AVENUE,DEKALB AVENUE,STOCKHOLM STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:07:21 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:19:41 AM,04 BROOKLYN,BROOKLYN,"1,006,377","195,159",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.702315474641836,-73.92019725362911,"(40.702315474641836, -73.92019725362911)"
29613367,01/01/2015 01:07:36 AM,01/01/2015 01:58:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,111-46 CORONA AVENUE,CORONA AVENUE,SAULTELL AVENUE,GRAND CENTRAL PKWY ET 10 W EB,,,ADDRESS,CORONA,,Precinct,Closed,01/01/2015 09:07:36 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 01:58:34 AM,04 QUEENS,QUEENS,"1,026,202","209,019",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740285991195925,-73.84861056799869,"(40.740285991195925, -73.84861056799869)"
29612844,01/01/2015 01:07:38 AM,01/01/2015 04:37:25 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11215,702 UNION STREET,UNION STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:07:38 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 04:37:25 AM,06 BROOKLYN,BROOKLYN,"989,825","185,630",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67618647011843,-73.97990120908311,"(40.67618647011843, -73.97990120908311)"
29610755,01/01/2015 01:08:13 AM,01/01/2015 02:30:19 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2693 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:08:13 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:30:19 AM,07 BRONX,BRONX,"1,013,076","255,434",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.867734818071455,-73.89577816627857,"(40.867734818071455, -73.89577816627857)"
29608240,01/01/2015 01:08:24 AM,01/01/2015 02:53:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,30 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:08:24 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:53:14 AM,12 MANHATTAN,MANHATTAN,"1,004,417","255,121",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.866899758390794,-73.92708613495817,"(40.866899758390794, -73.92708613495817)"
29609893,01/01/2015 01:09:28 AM,01/01/2015 04:05:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,31-14 95 STREET,95 STREET,31 AVENUE,JACKSON MILL ROAD,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,01/01/2015 09:09:28 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 04:05:23 AM,03 QUEENS,QUEENS,"1,019,236","216,222",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76008668802325,-73.873710803061,"(40.76008668802325, -73.873710803061)"
29612478,01/01/2015 01:09:31 AM,01/01/2015 12:07:36 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11104,43-33 46 STREET,46 STREET,43 AVENUE,QUEENS BOULEVARD,,,ADDRESS,SUNNYSIDE,,Precinct,Closed,01/01/2015 09:09:31 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 12:07:36 PM,02 QUEENS,QUEENS,"1,006,844","210,453",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.744292602724485,-73.91846163898845,"(40.744292602724485, -73.91846163898845)"
29611829,01/01/2015 01:10:08 AM,01/01/2015 05:08:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11238,415 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:10:08 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2015 05:08:00 AM,08 BROOKLYN,BROOKLYN,"994,141","184,795",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.673890813045574,-73.9643425467331,"(40.673890813045574, -73.9643425467331)"
29613276,01/01/2015 01:10:10 AM,01/01/2015 01:56:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,114-40 130 STREET,130 STREET,LINDEN BOULEVARD,115 AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,01/01/2015 09:10:10 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:56:21 AM,10 QUEENS,QUEENS,"1,036,601","187,261",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68051014487661,-73.81125366329817,"(40.68051014487661, -73.81125366329817)"
29612396,01/01/2015 01:10:23 AM,01/01/2015 01:23:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,40 LUDLOW STREET,LUDLOW STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:10:23 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/01/2015 01:23:14 AM,03 MANHATTAN,MANHATTAN,"986,929","200,209",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71620378693525,-73.99033596616715,"(40.71620378693525, -73.99033596616715)"
29608253,01/01/2015 01:10:25 AM,01/01/2015 01:41:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10128,407 EAST 90 STREET,EAST 90 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:10:25 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2015 01:41:25 AM,08 MANHATTAN,MANHATTAN,"998,910","223,187",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77926086445701,-73.9470664775964,"(40.77926086445701, -73.9470664775964)"
29609183,01/01/2015 01:11:24 AM,01/01/2015 02:31:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3210 PERRY AVENUE,PERRY AVENUE,EAST 206 STREET,EAST 207 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:11:24 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:31:25 AM,07 BRONX,BRONX,"1,018,292","258,059",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.874921057657204,-73.87690614558501,"(40.874921057657204, -73.87690614558501)"
29607501,01/01/2015 01:12:40 AM,01/01/2015 06:14:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,3333D BROADWAY,BROADWAY,WEST 134 STREET,WEST 135 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:12:40 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 06:14:53 AM,09 MANHATTAN,MANHATTAN,"996,640","237,990",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81989452751751,-73.95523555304263,"(40.81989452751751, -73.95523555304263)"
29611601,01/01/2015 01:13:16 AM,01/01/2015 01:57:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2563 ST RAYMOND AVENUE,ST RAYMOND AVENUE,OVERING STREET,BENSON STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:13:16 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 01:57:31 AM,10 BRONX,BRONX,"1,026,665","246,144",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84218174202708,-73.84670532614344,"(40.84218174202708, -73.84670532614344)"
29613378,01/01/2015 01:13:50 AM,01/01/2015 01:59:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,48 LOUISA STREET,LOUISA STREET,DAHILL ROAD,STORY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:13:50 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 01:59:38 AM,12 BROOKLYN,BROOKLYN,"989,432","173,630",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64324935205474,-73.98132726057997,"(40.64324935205474, -73.98132726057997)"
29607553,01/01/2015 01:15:10 AM,01/01/2015 01:57:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,343 NOSTRAND AVENUE,NOSTRAND AVENUE,QUINCY STREET,GATES AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:15:10 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 01:57:25 AM,03 BROOKLYN,BROOKLYN,"997,899","189,392",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68650353672034,-73.95078549706638,"(40.68650353672034, -73.95078549706638)"
29607552,01/01/2015 01:16:06 AM,01/01/2015 01:43:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11429,217-19 104 AVENUE,104 AVENUE,217 STREET,217 PLACE,,,ADDRESS,QUEENS VILLAGE,,Precinct,Closed,01/01/2015 09:16:06 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:43:32 AM,13 QUEENS,QUEENS,"1,056,160","198,904",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.712330049552165,-73.74061168351405,"(40.712330049552165, -73.74061168351405)"
29609120,01/01/2015 01:17:50 AM,01/01/2015 03:46:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2474 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST FORDHAM ROAD,WEST 190 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:17:50 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 03:46:10 AM,07 BRONX,BRONX,"1,011,432","253,870",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86344733086913,-73.90172846851881,"(40.86344733086913, -73.90172846851881)"
29611596,01/01/2015 01:18:04 AM,01/01/2015 01:32:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2239 CRESTON AVENUE,CRESTON AVENUE,EAST 182 STREET,EAST 183 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:18:04 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:32:53 AM,05 BRONX,BRONX,"1,011,477","251,419",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.856719938532535,-73.90157573579084,"(40.856719938532535, -73.90157573579084)"
29608339,01/01/2015 01:19:43 AM,01/01/2015 02:37:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10024,139 WEST 83 STREET,WEST 83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:19:43 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:37:56 AM,07 MANHATTAN,MANHATTAN,"991,232","225,292",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78504793039776,-73.97478758807688,"(40.78504793039776, -73.97478758807688)"
29610674,01/01/2015 01:19:43 AM,01/01/2015 01:30:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,410 WEST 36 STREET,WEST 36 STREET,9 AVENUE,LINCOLN TUNNEL ENTRANCE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:19:43 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 01:30:41 AM,04 MANHATTAN,MANHATTAN,"985,423","214,286",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75484200613013,-73.99576614893782,"(40.75484200613013, -73.99576614893782)"
29610833,01/01/2015 01:19:47 AM,01/01/2015 03:07:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,354 EAST 21 STREET,EAST 21 STREET,REGENT PLACE,BEVERLY ROAD,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:19:47 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2015 03:07:23 AM,14 BROOKLYN,BROOKLYN,"995,594","174,513",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6456672476512,-73.959121721701,"(40.6456672476512, -73.959121721701)"
29610813,01/01/2015 01:20:03 AM,01/01/2015 04:56:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,340 CHERRY STREET,CHERRY STREET,CLINTON STREET,MONTGOMERY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:20:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 04:56:27 AM,03 MANHATTAN,MANHATTAN,"988,116","198,535",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.711608617426485,-73.98605502827371,"(40.711608617426485, -73.98605502827371)"
29608307,01/01/2015 01:20:43 AM,01/01/2015 02:44:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,51-15 ALMEDA AVENUE,ALMEDA AVENUE,BEACH 51 STREET,BEACH 54 STREET,,,ADDRESS,FAR ROCKAWAY,,Precinct,Closed,01/01/2015 09:20:43 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 02:44:35 AM,14 QUEENS,QUEENS,"1,044,491","157,143",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59779275524302,-73.78307606304257,"(40.59779275524302, -73.78307606304257)"
29608280,01/01/2015 01:20:48 AM,01/01/2015 01:54:10 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11692,7600 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH 74 STREET,BEACH 77 STREET,,,ADDRESS,ARVERNE,,Precinct,Closed,01/01/2015 09:20:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:54:10 AM,14 QUEENS,QUEENS,"1,038,827","153,034",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58655109189846,-73.80350487836685,"(40.58655109189846, -73.80350487836685)"
29611472,01/01/2015 01:21:07 AM,01/01/2015 07:14:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,128 BAY 40 STREET,BAY 40 STREET,BENSON AVENUE,BATH AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:21:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 07:14:37 AM,11 BROOKLYN,BROOKLYN,"987,317","156,082",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59508472754559,-73.9889563909189,"(40.59508472754559, -73.9889563909189)"
29610036,01/01/2015 01:21:08 AM,01/01/2015 02:45:44 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,114 WEST 143 STREET,WEST 143 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:21:08 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 02:45:44 AM,10 MANHATTAN,MANHATTAN,"1,001,399","237,848",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81949682060413,-73.93804189316802,"(40.81949682060413, -73.93804189316802)"
29609190,01/01/2015 01:21:33 AM,01/01/2015 01:32:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,340 EAST 184 STREET,EAST 184 STREET,TIEBOUT AVENUE,MARION AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2015 09:21:33 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 01:32:20 AM,05 BRONX,BRONX,"1,013,064","251,948",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85816684723895,-73.89583654024119,"(40.85816684723895, -73.89583654024119)"
29611979,01/01/2015 01:22:11 AM,01/01/2015 05:54:48 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11236,9501 AVENUE L,AVENUE L,EAST 95 STREET,EAST 96 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2015 09:22:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 05:54:48 AM,18 BROOKLYN,BROOKLYN,"1,012,908","171,642",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63774787263969,-73.89674269223941,"(40.63774787263969, -73.89674269223941)"
29613223,01/01/2015 01:22:16 AM,01/01/2015 02:17:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11432,172-11 HILLSIDE AVENUE,HILLSIDE AVENUE,172 STREET,173 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/01/2015 09:22:16 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2015 02:17:31 AM,08 QUEENS,QUEENS,"1,042,506","198,692",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71184860073022,-73.78986498358812,"(40.71184860073022, -73.78986498358812)"
29609207,01/01/2015 01:22:30 AM,01/01/2015 03:04:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,137-60 45 AVENUE,45 AVENUE,COLDEN STREET,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,Precinct,Closed,01/01/2015 09:22:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 03:04:05 AM,07 QUEENS,QUEENS,"1,033,345","212,922",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.750961958057374,-73.82280566687267,"(40.750961958057374, -73.82280566687267)"
29613458,01/01/2015 01:22:53 AM,01/01/2015 12:22:03 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11377,54-20 ROOSEVELT AVENUE,ROOSEVELT AVENUE,54 STREET,55 STREET,,,ADDRESS,WOODSIDE,,Precinct,Closed,01/01/2015 09:22:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 12:22:03 PM,02 QUEENS,QUEENS,"1,009,117","210,641",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74480251601369,-73.91025803292698,"(40.74480251601369, -73.91025803292698)"
29613301,01/01/2015 01:23:41 AM,01/01/2015 04:50:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,23-14 28 AVENUE,28 AVENUE,23 STREET,CRESCENT STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,01/01/2015 09:23:41 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2015 04:50:02 AM,01 QUEENS,QUEENS,"1,005,030","219,919",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77027879568097,-73.9249788329533,"(40.77027879568097, -73.9249788329533)"
29613302,01/01/2015 01:24:43 AM,01/01/2015 04:55:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,312 DELANCEY STREET,DELANCEY STREET,WILLIAMSBURG BRIDGE,WILLIAMSBURG BRIDGE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:24:43 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/01/2015 04:55:24 AM,03 MANHATTAN,MANHATTAN,"990,238","199,944",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71547480456381,-73.97839955126985,"(40.71547480456381, -73.97839955126985)"
29611468,01/01/2015 01:25:12 AM,01/01/2015 05:17:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,85-11 34 AVENUE,34 AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,01/01/2015 09:25:12 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2015 05:17:35 AM,03 QUEENS,QUEENS,"1,016,931","214,021",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.754054330698715,-73.88204186513639,"(40.754054330698715, -73.88204186513639)"
29608337,01/01/2015 01:25:30 AM,01/01/2015 03:30:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,117 WEST 141 STREET,WEST 141 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2015 09:25:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2015 03:30:05 AM,10 MANHATTAN,MANHATTAN,"1,001,258","237,341",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81810552121756,-73.93855260081835,"(40.81810552121756, -73.93855260081835)"
